,Season,PlayerId,Player,Position,Team,Conference,Usage Overall,Usage Pass,Usage Rush,Usage FirstDown,Usage SecondDown,Usage ThirdDown,Usage StandardDowns,Usage PassingDowns,ATT,AVG,CAR,COMPLETIONS,FGA,FGM,FUM,INT,In 20,LONG,LOST,NO,PCT,PD,PTS,QB HUR,REC,SACKS,SOLO,TB,TD,TFL,TOT,XPA,XPM,YDS,YPA,YPC,YPP,YPR,Weight,Height,Jersey,Year,Home City,Home State,Home Country,Home Latitude,Home Longitude,Home County Fips,Recruit Ids,TeamId,Division,ExpectedWins,Total Games,Total Wins,Total Losses,Total Ties,ConferenceGames Games,ConferenceGames Wins,ConferenceGames Losses,ConferenceGames Ties,HomeGames Games,HomeGames Wins,HomeGames Losses,HomeGames Ties,AwayGames Games,AwayGames Wins,AwayGames Losses,AwayGames Ties,Team firstDowns,Team fourthDownConversions,Team fourthDowns,Team fumblesLost,Team fumblesRecovered,Team games,Team interceptionTDs,Team interceptionYards,Team interceptions,Team kickReturnTDs,Team kickReturnYards,Team kickReturns,Team netPassingYards,Team passAttempts,Team passCompletions,Team passesIntercepted,Team passingTDs,Team penalties,Team penaltyYards,Team possessionTime,Team puntReturnTDs,Team puntReturnYards,Team puntReturns,Team rushingAttempts,Team rushingTDs,Team rushingYards,Team sacks,Team tacklesForLoss,Team thirdDownConversions,Team thirdDowns,Team totalYards,Team turnovers,Stars,Transfer_Portal
51,2022,4363033,Anthony Grant,RB,Nebraska,Big10,0.3187,0.0646,0.5567,0.3537,0.375,0.169,0.36,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,West,5.0,12,4,8,0,9,3,6,0,7,2,5,0,4,2,2,0,217,3,7,6,10,12,0,40,13,0,444,26,2650,340,205,9,17,65,510,19301,1,77,6,420,17,1480,22,60,66,165,4130,19,,No
52,2022,4367207,Matt Alaimo,TE,Rutgers,Big10,0.0029,0.0065,0.0,0.0035,0.004,0.0,0.0,0.004,1.0,,,0.0,,,,0.0,,17.0,,,0.0,,,,5.0,,,,0.0,,,,,50.0,0.0,,,10.0,,,,,,,,,,,,164,East,4.9,12,4,8,0,9,1,8,0,6,2,4,0,6,2,4,0,178,9,17,6,8,12,2,65,14,0,541,27,1852,332,168,9,11,94,770,21019,1,108,16,432,11,1523,20,66,49,172,3375,20,3.0,Yes
53,2022,4371977,Shaun Shivers,RB,Indiana,Big10,0.1924,0.0569,0.3894,0.2098,0.205,0.13,0.238,0.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,East,1.7,12,4,8,0,9,2,7,0,7,3,4,0,5,1,4,0,230,9,23,5,7,12,0,10,13,2,721,31,2609,482,260,7,16,60,547,18459,0,45,14,396,15,1330,20,63,65,192,3939,18,,No
54,2022,4372039,Dontay Demus,WR,Maryland,Big10,0.0272,0.0517,0.0,0.0224,0.026,0.042,0.031,0.029,,19.0,,,,,1.0,,,91.0,1.0,5.0,,,,,28.0,,,,3.0,,,,,602.0,,,,18.1,,,,,,,,,,,,120,East,6.8,13,8,5,0,9,4,5,0,7,5,2,0,5,2,3,0,263,17,28,7,12,13,0,61,8,0,690,37,3383,446,294,9,21,101,924,24262,0,156,23,469,23,1837,24,62,83,199,5220,15,,No
55,2022,4372063,Ronnie Bell,WR,Michigan,Big10,0.0952,0.2304,0.0069,0.0837,0.104,0.118,0.084,0.123,,31.0,,,,,,,,107.0,,1.0,,,,,1.0,,,,1.0,,,,,107.0,,,,76.0,,,,,,,,,,,,130,East,12.6,14,13,1,0,10,10,0,0,8,8,0,0,4,4,0,0,326,18,21,4,5,14,1,168,6,0,401,20,3078,370,238,14,24,58,448,28389,1,281,33,600,41,3344,37,68,84,186,6422,10,,No
56,2022,4372096,Luke Schoonmaker,TE,Michigan,Big10,0.0424,0.1073,0.0,0.0407,0.057,0.027,0.043,0.041,,,,,,,,,,27.0,,,,,,,17.0,,,,3.0,,,,,165.0,,,,9.7,,,,,,,,,,,,130,East,12.6,14,13,1,0,10,10,0,0,8,8,0,0,4,4,0,0,326,18,21,4,5,14,1,168,6,0,401,20,3078,370,238,14,24,58,448,28389,1,281,33,600,41,3344,37,68,84,186,6422,10,,No
57,2022,4372505,Payne Durham,TE,Purdue,Big10,0.0638,0.1121,0.0024,0.0372,0.071,0.103,0.076,0.089,,,,,,,1.0,,,62.0,1.0,,,0.0,,0.0,45.0,0.0,1.0,,6.0,0.0,1.0,,,467.0,,,,10.4,,,,,,,,,,,,2509,West,6.7,14,8,6,0,10,6,4,0,6,4,2,0,6,4,2,0,322,18,33,6,9,14,3,289,17,0,484,28,3895,581,368,15,26,74,748,26767,0,164,23,467,17,1695,27,60,80,208,5590,23,,No
58,2022,4372559,Chase Wolf,QB,Wisconsin,Big10,0.0433,0.0984,0.0047,0.0185,0.06,0.073,0.03,0.091,16.0,,6.0,8.0,,,2.0,2.0,,5.0,1.0,,0.5,,,,0.0,,,,1.0,,,,,100.0,7.8,-4.0,,,,,,,,,,,,,,275,West,7.9,13,7,6,0,9,4,5,0,7,4,3,0,5,2,3,0,233,7,15,7,4,13,2,241,11,0,635,28,2390,326,188,17,21,81,751,24295,0,132,24,501,21,2337,32,81,68,169,4727,18,3.0,Yes
59,2022,4372561,Isaac Guerendo,RB,Wisconsin,Big10,0.1096,0.059,0.1472,0.0923,0.127,0.119,0.1,0.145,,,23.0,,,,,,,88.0,,,,0.0,,0.0,2.0,0.0,1.0,,1.0,0.0,1.0,,,166.0,,7.0,,3.0,,,,,,,,,,,,275,West,7.9,13,7,6,0,9,4,5,0,7,4,3,0,5,2,3,0,233,7,15,7,4,13,2,241,11,0,635,28,2390,326,188,17,21,81,751,24295,0,132,24,501,21,2337,32,81,68,169,4727,18,3.0,Yes
60,2022,4372569,Brady Schipper,RB,Wisconsin,Big10,0.0014,0.0033,0.0,0.0,0.0,0.007,0.0,0.005,,,28.0,,,,,,,39.0,,,,0.0,,0.0,7.0,0.0,1.0,,0.0,0.0,1.0,,,198.0,,4.6,,10.0,,,,,,,,,,,,275,West,7.9,13,7,6,0,9,4,5,0,7,4,3,0,5,2,3,0,233,7,15,7,4,13,2,241,11,0,635,28,2390,326,188,17,21,81,751,24295,0,132,24,501,21,2337,32,81,68,169,4727,18,,No
61,2022,4372572,Jack Eschenbach,TE,Wisconsin,Big10,0.023,0.0557,0.0,0.0092,0.02,0.06,0.02,0.045,,,,,,,,,,18.0,,,,,,,3.0,,,,0.0,,,,,32.0,,,,10.7,,,,,,,,,,,,275,West,7.9,13,7,6,0,9,4,5,0,7,4,3,0,5,2,3,0,233,7,15,7,4,13,2,241,11,0,635,28,2390,326,188,17,21,81,751,24295,0,132,24,501,21,2337,32,81,68,169,4727,18,,No
62,2022,4372573,Jaylan Franklin,TE,Wisconsin,Big10,0.0027,0.0066,0.0,0.0,0.008,0.0,0.0,0.009,,,,,,,,,,,,,,0.0,,0.0,,0.0,1.0,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,275,West,7.9,13,7,6,0,9,4,5,0,7,4,3,0,5,2,3,0,233,7,15,7,4,13,2,241,11,0,635,28,2390,326,188,17,21,81,751,24295,0,132,24,501,21,2337,32,81,68,169,4727,18,3.0,Yes
63,2022,4379402,Luke Ford,TE,Illinois,Big10,0.0087,0.0198,0.0,0.0049,0.01,0.016,0.004,0.018,,,,,,,,,,19.0,,,,,,,15.0,,,,2.0,,,,,114.0,,,,7.6,,,,,,,,,,,,356,West,10.2,13,8,5,0,9,5,4,0,7,5,2,0,5,3,2,0,275,12,25,11,9,13,1,274,5,0,315,16,2722,393,273,24,15,83,768,25505,0,147,23,545,18,2180,27,79,71,186,4902,16,,No
64,2022,4382470,Elijah Collins,RB,Michigan State,Big10,0.1104,0.031,0.2093,0.115,0.116,0.087,0.15,0.074,,,18.0,,,,,,,36.0,,,,0.0,,0.0,3.0,0.0,0.0,,1.0,0.0,1.0,,,136.0,,5.7,,11.3,,,,,,,,,,,,127,East,3.9,12,5,7,0,9,3,6,0,7,4,3,0,5,1,4,0,241,12,28,4,14,12,1,32,12,0,424,24,2880,412,258,2,23,69,654,18864,0,158,17,361,16,1356,29,76,59,152,4236,16,3.0,Yes
65,2022,4384690,Jack Albers,QB,Purdue,Big10,0.0073,0.0112,0.0024,0.0023,0.006,0.011,0.004,0.018,1.0,,,0.0,,,,1.0,,,,,0.0,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,2509,West,6.7,14,8,6,0,10,6,4,0,6,4,2,0,6,4,2,0,322,18,33,6,9,14,3,289,17,0,484,28,3895,581,368,15,26,74,748,26767,0,164,23,467,17,1695,27,60,80,208,5590,23,,No
66,2022,4385430,Xavier Johnson,WR,Ohio State,Big10,0.0331,0.0405,0.0263,0.0459,0.021,0.024,0.019,0.023,,13.0,,,,,,,,22.0,,4.0,,0.0,,0.0,,0.0,2.0,,0.0,0.0,6.0,,,52.0,,,,,,,,,,,,,,,,194,East,9.8,13,11,2,0,9,8,1,0,8,7,1,0,4,4,0,0,310,12,17,4,9,13,2,109,6,0,330,18,3878,410,274,11,42,73,624,23986,0,141,19,466,30,2501,34,84,75,166,6379,10,,No
67,2022,4426335,Graham Mertz,QB,Wisconsin,Big10,0.3924,0.8656,0.0607,0.2738,0.402,0.623,0.338,0.609,284.0,,37.0,169.0,,,6.0,11.0,,15.0,4.0,,0.595,,,,0.0,,,,14.0,,,,,1933.0,6.9,-0.7,,,,,,,,,,,,,,275,West,7.9,13,7,6,0,9,4,5,0,7,4,3,0,5,2,3,0,233,7,15,7,4,13,2,241,11,0,635,28,2390,326,188,17,21,81,751,24295,0,132,24,501,21,2337,32,81,68,169,4727,18,4.0,Yes
68,2022,4426383,Dylan Wright,WR,Minnesota,Big10,0.0226,0.0671,0.0,0.0206,0.032,0.012,0.013,0.035,,,,,,,,,,39.0,,,,,,,18.0,,,,2.0,,,,,365.0,,,,20.3,,,,,,,,,,,,135,West,9.7,13,9,4,0,9,5,4,0,7,5,2,0,5,3,2,0,280,6,11,4,7,13,1,201,9,0,543,23,2369,281,172,14,12,46,413,26890,0,78,13,582,33,2696,19,43,87,168,5065,13,3.0,Yes
69,2022,4426407,Trey Palmer,WR,Nebraska,Big10,0.1293,0.2528,0.018,0.1494,0.113,0.114,0.103,0.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,West,5.0,12,4,8,0,9,3,6,0,7,2,5,0,4,2,2,0,217,3,7,6,10,12,0,40,13,0,444,26,2650,340,205,9,17,65,510,19301,1,77,6,420,17,1480,22,60,66,165,4130,19,,No
70,2022,4426409,Chez Mellusi,RB,Wisconsin,Big10,0.134,0.0066,0.2266,0.1692,0.139,0.046,0.179,0.045,,,173.0,,,,1.0,,,95.0,0.0,,,,,,7.0,,,,5.0,,,,,881.0,,4.7,,9.4,,,,,,,,,,,,275,West,7.9,13,7,6,0,9,4,5,0,7,4,3,0,5,2,3,0,233,7,15,7,4,13,2,241,11,0,635,28,2390,326,188,17,21,81,751,24295,0,132,24,501,21,2337,32,81,68,169,4727,18,,No
71,2022,4426420,Devyn Ford,RB,Penn State,Big10,0.0144,0.0124,0.0162,0.0164,0.011,0.012,0.013,0.012,,21.5,14.0,,,,,,,57.0,,12.0,,,,,3.0,,,,0.0,,,,,337.0,,4.4,,6.0,,,,,,,,,,,,213,East,10.5,13,11,2,0,9,7,2,0,7,6,1,0,5,4,1,0,275,21,30,7,21,13,1,243,7,1,447,20,3283,422,270,14,29,69,628,23838,0,105,24,489,28,2354,42,102,68,180,5637,14,3.0,Yes
72,2022,4426444,Connor Bazelak,QB,Indiana,Big10,0.5292,0.8588,0.0672,0.5395,0.49,0.578,0.383,0.611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,East,1.7,12,4,8,0,9,2,7,0,7,3,4,0,5,1,4,0,230,9,23,5,7,12,0,10,13,2,721,31,2609,482,260,7,16,60,547,18459,0,45,14,396,15,1330,20,63,65,192,3939,18,4.0,Yes
73,2022,4426470,Genson Hooper Price,WR,Northwestern,Big10,0.0124,0.0264,0.0,0.0139,0.02,0.0,0.012,0.01,,,,,,,,,,8.0,,,,0.0,,0.0,2.0,0.0,1.0,,0.0,0.0,1.0,,,15.0,,,,7.5,,,,,,,,,,,,77,West,3.5,12,1,11,0,9,1,8,0,6,0,6,0,5,0,5,0,228,19,39,13,12,12,0,16,17,0,199,12,2524,417,245,6,10,55,490,20900,0,19,8,469,11,1501,23,54,72,193,4025,30,,No
74,2022,4426479,Cornelius Johnson,WR,Michigan,Big10,0.0424,0.1073,0.0,0.0317,0.054,0.048,0.03,0.074,,,3.0,,,,,,,104.0,,,,,,,40.0,,,,3.0,,,,,657.0,,10.0,,15.7,,,,,,,,,,,,130,East,12.6,14,13,1,0,10,10,0,0,8,8,0,0,4,4,0,0,326,18,21,4,5,14,1,168,6,0,401,20,3078,370,238,14,24,58,448,28389,1,281,33,600,41,3344,37,68,84,186,6422,10,,No
75,2022,4426496,Cade Stover,TE,Ohio State,Big10,0.0547,0.1143,0.0,0.0507,0.071,0.036,0.053,0.066,,,,,,,,,,25.0,,,,0.0,,0.0,5.0,0.0,5.0,,0.0,0.0,11.0,,,76.0,,,,15.2,,,,,,,,,,,,194,East,9.8,13,11,2,0,9,8,1,0,8,7,1,0,4,4,0,0,310,12,17,4,9,13,2,109,6,0,330,18,3878,410,274,11,42,73,624,23986,0,141,19,466,30,2501,34,84,75,166,6379,10,,No
76,2022,4426657,Ryan Hilinski,QB,Northwestern,Big10,0.3007,0.6115,0.0265,0.2472,0.332,0.323,0.272,0.388,176.0,,23.0,95.0,,,3.0,4.0,,8.0,2.0,,0.54,,,,0.0,,,,4.0,,,,,911.0,5.6,-2.9,,,,,,,,,,,,,,77,West,3.5,12,1,11,0,9,1,8,0,6,0,6,0,5,0,5,0,228,19,39,13,12,12,0,16,17,0,199,12,2524,417,245,6,10,55,490,20900,0,19,8,469,11,1501,23,54,72,193,4025,30,,No
77,2022,4426815,Mike Brown-Stephens,WR,Minnesota,Big10,0.0321,0.0919,0.0018,0.0334,0.021,0.05,0.013,0.048,,,,,,,1.0,,,54.0,1.0,,,,,,23.0,,,,1.0,,,,,392.0,,,,17.0,,,,,,,,,,,,135,West,9.7,13,9,4,0,9,5,4,0,7,5,2,0,5,3,2,0,280,6,11,4,7,13,1,201,9,0,543,23,2369,281,172,14,12,46,413,26890,0,78,13,582,33,2696,19,43,87,168,5065,13,3.0,Yes
78,2022,4427002,Clay Cundiff,TE,Wisconsin,Big10,0.0095,0.023,0.0,0.0062,0.02,0.0,0.0,0.023,,,,,,,,,,43.0,,,,,,,3.0,,,,1.0,,,,,86.0,,,,28.7,,,,,,,,,,,,275,West,7.9,13,7,6,0,9,4,5,0,7,4,3,0,5,2,3,0,233,7,15,7,4,13,2,241,11,0,635,28,2390,326,188,17,21,81,751,24295,0,132,24,501,21,2337,32,81,68,169,4727,18,,No
79,2022,4427151,Dean Engram,WR,Wisconsin,Big10,0.0203,0.0492,0.0,0.0185,0.016,0.033,0.02,0.023,,7.1,,,,,1.0,1.0,,20.0,0.0,16.0,,3.0,,0.0,0.0,0.0,15.0,,0.0,0.0,20.0,,,78.0,,,,,,,,,,,,,,,,275,West,7.9,13,7,6,0,9,4,5,0,7,4,3,0,5,2,3,0,233,7,15,7,4,13,2,241,11,0,635,28,2390,326,188,17,21,81,751,24295,0,132,24,501,21,2337,32,81,68,169,4727,18,3.0,Yes
80,2022,4427455,Cade McNamara,QB,Michigan,Big10,0.03,0.0759,0.0,0.0204,0.038,0.043,0.023,0.053,327.0,,37.0,210.0,,,4.0,6.0,,20.0,1.0,,0.642,0.0,,0.0,0.0,0.0,1.0,,16.0,0.0,1.0,,,2602.0,7.9,0.7,,,,,,,,,,,,,,130,East,12.6,14,13,1,0,10,10,0,0,8,8,0,0,4,4,0,0,326,18,21,4,5,14,1,168,6,0,401,20,3078,370,238,14,24,58,448,28389,1,281,33,600,41,3344,37,68,84,186,6422,10,3.0,Yes
81,2022,4427609,Rahmir Johnson,RB,Nebraska,Big10,0.0253,0.0028,0.0464,0.0274,0.028,0.018,0.011,0.035,,9.5,112.0,,,,,,,85.0,,4.0,,,,,16.0,,,,6.0,,,,,730.0,,4.4,,12.3,,,,,,,,,,,,158,West,5.0,12,4,8,0,9,3,6,0,7,2,5,0,4,2,2,0,217,3,7,6,10,12,0,40,13,0,444,26,2650,340,205,9,17,65,510,19301,1,77,6,420,17,1480,22,60,66,165,4130,19,,No
82,2022,4427740,Cole Kramer,QB,Minnesota,Big10,0.0131,0.0212,0.0091,0.0051,0.011,0.031,0.017,0.022,3.0,,36.0,3.0,,,,0.0,,19.0,,,1.0,,,,,,,,4.0,,,,,227.0,20.7,4.6,,,,,,,,,,,,,,135,West,9.7,13,9,4,0,9,5,4,0,7,5,2,0,5,3,2,0,280,6,11,4,7,13,1,201,9,0,543,23,2369,281,172,14,12,46,413,26890,0,78,13,582,33,2696,19,43,87,168,5065,13,,No
83,2022,4427834,Erick All,TE,Michigan,Big10,0.0041,0.0105,0.0,0.0023,0.006,0.005,0.003,0.008,,,,,,,,,,47.0,,,,0.0,,0.0,38.0,0.0,1.0,,2.0,0.0,1.0,,,437.0,,,,11.5,,,,,,,,,,,,130,East,12.6,14,13,1,0,10,10,0,0,8,8,0,0,4,4,0,0,326,18,21,4,5,14,1,168,6,0,401,20,3078,370,238,14,24,58,448,28389,1,281,33,600,41,3344,37,68,84,186,6422,10,4.0,Yes
84,2022,4427857,Andy Maddox,QB,Michigan,Big10,0.001,0.0026,0.0,0.0,0.003,0.0,0.0,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,East,12.6,14,13,1,0,10,10,0,0,8,8,0,0,4,4,0,0,326,18,21,4,5,14,1,168,6,0,401,20,3078,370,238,14,24,58,448,28389,1,281,33,600,41,3344,37,68,84,186,6422,10,,No
85,2022,4428063,Tre Mosley,WR,Michigan State,Big10,0.0532,0.0979,0.0,0.0413,0.06,0.074,0.04,0.078,,,2.0,,,,,,,53.0,,,,0.0,,0.0,35.0,0.0,2.0,,3.0,0.0,2.0,,,529.0,,-0.5,,15.1,,,,,,,,,,,,127,East,3.9,12,5,7,0,9,3,6,0,7,4,3,0,5,1,4,0,241,12,28,4,14,12,1,32,12,0,424,24,2880,412,258,2,23,69,654,18864,0,158,17,361,16,1356,29,76,59,152,4236,16,,No
86,2022,4428091,Eric Najarian,QB,Maryland,Big10,0.0142,0.0247,0.0025,0.0196,0.011,0.011,0.004,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,East,6.8,13,8,5,0,9,4,5,0,7,5,2,0,5,2,3,0,263,17,28,7,12,13,0,61,8,0,690,37,3383,446,294,9,21,101,924,24262,0,156,23,469,23,1837,24,62,83,199,5220,15,,No
87,2022,4428162,Duke Olges,TE,Northwestern,Big10,0.0034,0.0072,0.0,0.0,0.007,0.0,0.008,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,West,3.5,12,1,11,0,9,1,8,0,6,0,6,0,5,0,5,0,228,19,39,13,12,12,0,16,17,0,199,12,2524,417,245,6,10,55,490,20900,0,19,8,469,11,1501,23,54,72,193,4025,30,,No
88,2022,4428186,Alex Padilla,QB,Iowa,Big10,0.0653,0.1201,0.0106,0.0376,0.063,0.09,0.055,0.103,112.0,,17.0,55.0,,,,2.0,,6.0,,,0.491,,,,,,,,3.0,,,,,611.0,5.7,-1.5,,,,,,,,,,,,,,2294,West,6.9,13,8,5,0,9,5,4,0,7,4,3,0,5,3,2,0,180,5,15,10,14,13,4,206,7,0,438,19,2037,349,192,15,7,53,420,22058,0,300,31,423,12,1234,34,79,49,176,3271,17,3.0,Yes
89,2022,4428244,Paul Piferi,TE,Purdue,Big10,0.0094,0.0168,0.0,0.0047,0.013,0.016,0.008,0.018,,,,,,,,,,24.0,,,,,,,5.0,,,,1.0,,,,,61.0,,,,12.2,,,,,,,,,,,,2509,West,6.7,14,8,6,0,10,6,4,0,6,4,2,0,6,4,2,0,322,18,33,6,9,14,3,289,17,0,484,28,3895,581,368,15,26,74,748,26767,0,164,23,467,17,1695,27,60,80,208,5590,23,,No
90,2022,4428263,Treyson Potts,RB,Minnesota,Big10,0.1235,0.0106,0.1833,0.1388,0.143,0.062,0.163,0.066,,26.3,112.0,,,,2.0,,,110.0,0.0,8.0,,,,,2.0,,,,6.0,,,,,648.0,,4.9,,7.0,,,,,,,,,,,,135,West,9.7,13,9,4,0,9,5,4,0,7,5,2,0,5,3,2,0,280,6,11,4,7,13,1,201,9,0,543,23,2369,281,172,14,12,46,413,26890,0,78,13,582,33,2696,19,43,87,168,5065,13,,No
91,2022,4428337,Mershawn Rice,WR,Purdue,Big10,0.0303,0.0542,0.0,0.0256,0.045,0.022,0.015,0.053,,,,,,,,,,17.0,,,,,,,6.0,,,,1.0,,,,,69.0,,,,11.5,,,,,,,,,,,,2509,West,6.7,14,8,6,0,10,6,4,0,6,4,2,0,6,4,2,0,322,18,33,6,9,14,3,289,17,0,484,28,3895,581,368,15,26,74,748,26767,0,164,23,467,17,1695,27,60,80,208,5590,23,,No
92,2022,4428396,Hayden Rucci,TE,Wisconsin,Big10,0.0081,0.0197,0.0,0.0031,0.02,0.0,0.01,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,West,7.9,13,7,6,0,9,4,5,0,7,4,3,0,5,2,3,0,233,7,15,7,4,13,2,241,11,0,635,28,2390,326,188,17,21,81,751,24295,0,132,24,501,21,2337,32,81,68,169,4727,18,,No
93,2022,4428490,Emery Simmons,WR,Indiana,Big10,0.071,0.1176,0.0056,0.049,0.063,0.115,0.063,0.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,East,1.7,12,4,8,0,9,2,7,0,7,3,4,0,5,1,4,0,230,9,23,5,7,12,0,10,13,2,721,31,2609,482,260,7,16,60,547,18459,0,45,14,396,15,1330,20,63,65,192,3939,18,3.0,Yes
94,2022,4428651,Broc Thompson,WR,Purdue,Big10,0.0052,0.0093,0.0,0.0047,0.006,0.005,0.004,0.007,,,,,,,,,,75.0,,,,0.0,,0.0,30.0,0.0,1.0,,4.0,0.0,1.0,,,457.0,,,,15.2,,,,,,,,,,,,2509,West,6.7,14,8,6,0,10,6,4,0,6,4,2,0,6,4,2,0,322,18,33,6,9,14,3,289,17,0,484,28,3895,581,368,15,26,74,748,26767,0,164,23,467,17,1695,27,60,80,208,5590,23,,No
95,2022,4428796,Casey Washington,WR,Illinois,Big10,0.0424,0.0963,0.0,0.0369,0.049,0.043,0.052,0.04,2.0,,0.0,0.0,,,,0.0,,86.0,,,0.0,,,,21.0,,,,1.0,,,,,324.0,0.0,0.0,,14.0,,,,,,,,,,,,356,West,10.2,13,8,5,0,9,5,4,0,7,5,2,0,5,3,2,0,275,12,25,11,9,13,1,274,5,0,315,16,2722,393,273,24,15,83,768,25505,0,147,23,545,18,2180,27,79,71,186,4902,16,,No
96,2022,4428969,Joshua Youngblood,WR,Rutgers,Big10,0.0118,0.0195,0.0055,0.0176,0.009,0.007,0.0,0.013,,22.3,,,,,1.0,,,42.0,0.0,7.0,,0.0,,0.0,6.0,0.0,1.0,,1.0,0.0,1.0,,,208.0,,,,8.7,,,,,,,,,,,,164,East,4.9,12,4,8,0,9,1,8,0,6,2,4,0,6,2,4,0,178,9,17,6,8,12,2,65,14,0,541,27,1852,332,168,9,11,94,770,21019,1,108,16,432,11,1523,20,66,49,172,3375,20,,No
97,2022,4429006,Rakim Jarrett,WR,Maryland,Big10,0.0508,0.0921,0.005,0.0644,0.047,0.026,0.031,0.048,,17.6,4.0,,,,1.0,,,94.0,0.0,9.0,,0.0,,0.0,62.0,0.0,1.0,,5.0,0.0,1.0,,,989.0,,0.5,,13.4,,,,,,,,,,,,120,East,6.8,13,8,5,0,9,4,5,0,7,5,2,0,5,2,3,0,263,17,28,7,12,13,0,61,8,0,690,37,3383,446,294,9,21,101,924,24262,0,156,23,469,23,1837,24,62,83,199,5220,15,,No
98,2022,4429053,A.J. Henning,WR,Michigan,Big10,0.0145,0.0288,0.0051,0.0226,0.0,0.022,0.0,0.016,,34.7,9.0,,,,5.0,,,211.0,0.0,37.0,,0.0,,0.0,10.0,0.0,0.0,,4.0,0.0,0.0,,,694.0,,18.0,,7.9,,,,,,,,,,,,130,East,12.6,14,13,1,0,10,10,0,0,8,8,0,0,4,4,0,0,326,18,21,4,5,14,1,168,6,0,401,20,3078,370,238,14,24,58,448,28389,1,281,33,600,41,3344,37,68,84,186,6422,10,3.0,Yes
99,2022,4429077,Keyvone Lee,RB,Penn State,Big10,0.0336,0.0099,0.0557,0.0438,0.036,0.006,0.022,0.027,,0.0,108.0,,,,3.0,,,68.0,1.0,1.0,,0.0,,0.0,15.0,0.0,2.0,,2.0,0.0,2.0,,,660.0,,4.9,,8.7,,,,,,,,,,,,213,East,10.5,13,11,2,0,9,7,2,0,7,6,1,0,5,4,1,0,275,21,30,7,21,13,1,243,7,1,447,20,3283,422,270,14,29,69,628,23838,0,105,24,489,28,2354,42,102,68,180,5637,14,3.0,Yes
100,2022,4429096,Blake Corum,RB,Michigan,Big10,0.266,0.0288,0.422,0.2805,0.244,0.258,0.351,0.148,,25.3,144.0,,,,1.0,,,160.0,1.0,12.0,,,,,24.0,,,,12.0,,,,,1397.0,,6.6,,5.9,,,,,,,,,,,,130,East,12.6,14,13,1,0,10,10,0,0,8,8,0,0,4,4,0,0,326,18,21,4,5,14,1,168,6,0,401,20,3078,370,238,14,24,58,448,28389,1,281,33,600,41,3344,37,68,84,186,6422,10,,No
101,2022,4429115,Gee Scott Jr.,TE,Ohio State,Big10,0.0057,0.0119,0.0,0.0024,0.007,0.006,0.004,0.014,,,,,,,,,,16.0,,,,0.0,,0.0,5.0,0.0,0.0,,0.0,0.0,2.0,,,42.0,,,,8.4,,,,,,,,,,,,194,East,9.8,13,11,2,0,9,8,1,0,8,7,1,0,4,4,0,0,310,12,17,4,9,13,2,109,6,0,330,18,3878,410,274,11,42,73,624,23986,0,141,19,466,30,2501,34,84,75,166,6379,10,,No
102,2022,4429121,Kalel Mullings,RB,Michigan,Big10,0.0145,0.0026,0.0223,0.009,0.013,0.022,0.04,0.004,,3.0,,,,,1.0,,,3.0,0.0,1.0,,0.0,,0.0,0.0,0.0,5.0,,0.0,0.0,11.0,,,3.0,,,,,,,,,,,,,,,,130,East,12.6,14,13,1,0,10,10,0,0,8,8,0,0,4,4,0,0,326,18,21,4,5,14,1,168,6,0,401,20,3078,370,238,14,24,58,448,28389,1,281,33,600,41,3344,37,68,84,186,6422,10,,No
103,2022,4429148,Theo Johnson,TE,Penn State,Big10,0.0288,0.0596,0.0,0.0247,0.032,0.037,0.031,0.035,,,,,,,,,,37.0,,,,,,,19.0,,,,1.0,,,,,213.0,,,,11.2,,,,,,,,,,,,213,East,10.5,13,11,2,0,9,7,2,0,7,6,1,0,5,4,1,0,275,21,30,7,21,13,1,243,7,1,447,20,3283,422,270,14,29,69,628,23838,0,105,24,489,28,2354,42,102,68,180,5637,14,,No
104,2022,4429527,King Doerue,RB,Purdue,Big10,0.0345,0.0112,0.0659,0.0419,0.039,0.016,0.061,0.004,,,135.0,,,,2.0,,,77.0,1.0,,,0.0,,0.0,20.0,0.0,1.0,,2.0,0.0,1.0,,,689.0,,3.9,,7.8,,,,,,,,,,,,2509,West,6.7,14,8,6,0,10,6,4,0,6,4,2,0,6,4,2,0,322,18,33,6,9,14,3,289,17,0,484,28,3895,581,368,15,26,74,748,26767,0,164,23,467,17,1695,27,60,80,208,5590,23,3.0,Yes
